,prompt,completion
3962,"This is a verse from the Holy Quran
""And they will say: ""What has happened to us that we see not men whom we used to number among the bad ones?""
 where its mention in the Holy quran?",(Quran 38:62)
3963,"This is a verse from the Holy Quran
""""Did we treat them (as such) in ridicule""
 where its mention in the Holy quran?",(Quran 38:63)
3964,"This is a verse from the Holy Quran
""Truly that is just and fitting""
 where its mention in the Holy quran?",(Quran 38:64)
3965,"This is a verse from the Holy Quran
""Say: ""Truly am I a Warner: no god is there but the one Allah""
 where its mention in the Holy quran?",(Quran 38:65)
3966,"This is a verse from the Holy Quran
""""The Lord of the heavens and the earth""
 where its mention in the Holy quran?",(Quran 38:66)
3967,"This is a verse from the Holy Quran
""Say: ""That is a Message Supreme (above all)""
 where its mention in the Holy quran?",(Quran 38:67)
3968,"This is a verse from the Holy Quran
""""From which ye do turn away!""
 where its mention in the Holy quran?",(Quran 38:68)
3969,"This is a verse from the Holy Quran
""""No knowledge have I of the Chiefs on high""
 where its mention in the Holy quran?",(Quran 38:69)
3970,"This is a verse from the Holy Quran
""�Only this has been revealed to me: that I am to give warning plainly and publicly.""""
 where its mention in the Holy quran?",(Quran 38:70)
3971,"This is a verse from the Holy Quran
""Behold""
 where its mention in the Holy quran?",(Quran 38:71)
3972,"This is a verse from the Holy Quran
""""When I have fashioned him (in due proportion) and breathed into him of My spirit""
 where its mention in the Holy quran?",(Quran 38:72)
3973,"This is a verse from the Holy Quran
""So the angels prostrated themselves""
 where its mention in the Holy quran?",(Quran 38:73)
3974,"This is a verse from the Holy Quran
""Not so Iblis: he was haughty""
 where its mention in the Holy quran?",(Quran 38:74)
3975,"This is a verse from the Holy Quran
""(Allah) said: ""O Iblis! What prevents thee from prostrating thyself to one whom I have created with my hands? Art thou haughty? Or art thou one of the high (and mighty) ones?""""
 where its mention in the Holy quran?",(Quran 38:75)
3976,"This is a verse from the Holy Quran
""(Iblis) said: ""I am better than he: thou createdst me from fire""
 where its mention in the Holy quran?",(Quran 38:76)
3977,"This is a verse from the Holy Quran
""(Allah) said: ""Then get thee out from here: for thou art rejected""
 where its mention in the Holy quran?",(Quran 38:77)
3978,"This is a verse from the Holy Quran
""""And My curse shall be on thee till the Day of Judgment.""""
 where its mention in the Holy quran?",(Quran 38:78)
3979,"This is a verse from the Holy Quran
""(Iblis) said: ""O my Lord! Give me then respite till the Day the (dead) are raised.""""
 where its mention in the Holy quran?",(Quran 38:79)
3980,"This is a verse from the Holy Quran
""(Allah) said: ""Respite then is granted thee-""
 where its mention in the Holy quran?",(Quran 38:80)
3981,"This is a verse from the Holy Quran
""""Till the Day of the Time Appointed.""""
 where its mention in the Holy quran?",(Quran 38:81)
3982,"This is a verse from the Holy Quran
""(Iblis) said: ""Then""
 where its mention in the Holy quran?",(Quran 38:82)
3983,"This is a verse from the Holy Quran
""""Except Thy Servants amongst them""
 where its mention in the Holy quran?",(Quran 38:83)
3984,"This is a verse from the Holy Quran
""(Allah) said: ""Then it is just and fitting- and I say what is just and fitting-""
 where its mention in the Holy quran?",(Quran 38:84)
3985,"This is a verse from the Holy Quran
""""That I will certainly fill Hell with thee and those that follow thee""
 where its mention in the Holy quran?",(Quran 38:85)
3986,"This is a verse from the Holy Quran
""Say: ""No reward do I ask of you for this (Qur�an)""
 where its mention in the Holy quran?",(Quran 38:86)
3987,"This is a verse from the Holy Quran
""""This is no less than a Message to (all) the Worlds.""
 where its mention in the Holy quran?",(Quran 38:87)
3988,"This is a verse from the Holy Quran
""""And ye shall certainly know the truth of it (all) after a while.""""
 where its mention in the Holy quran?",(Quran 38:88)
3989,"This is a verse from the Holy Quran
""The revelation of this Book is from Allah""
 where its mention in the Holy quran?",(Quran 39:1)
3990,"This is a verse from the Holy Quran
""Verily it is We Who have revealed the Book to thee in Truth: so serve Allah""
 where its mention in the Holy quran?",(Quran 39:2)
3991,"This is a verse from the Holy Quran
""Is it not to Allah that sincere devotion is due? But those who take for protectors other than Allah (say): ""We only serve them in order that they may bring us nearer to Allah."" Truly Allah will judge between them in that wherein they differ. But Allah guides not such as are false and ungrateful.""
 where its mention in the Holy quran?",(Quran 39:3)
3992,"This is a verse from the Holy Quran
""Had Allah wished to take to Himself a son""
 where its mention in the Holy quran?",(Quran 39:4)
3993,"This is a verse from the Holy Quran
""He created the heavens and the earth in true (proportions): He makes the Night overlap the Day""
 where its mention in the Holy quran?",(Quran 39:5)
3994,"This is a verse from the Holy Quran
""He created you (all) from a single person: then created""
 where its mention in the Holy quran?",(Quran 39:6)
3995,"This is a verse from the Holy Quran
""If ye reject (Allah)""
 where its mention in the Holy quran?",(Quran 39:7)
3996,"This is a verse from the Holy Quran
""When some trouble toucheth man""
 where its mention in the Holy quran?",(Quran 39:8)
3997,"This is a verse from the Holy Quran
""Is one who worships devoutly during the hour of the night prostrating himself or standing (in adoration)""
 where its mention in the Holy quran?",(Quran 39:9)
3998,"This is a verse from the Holy Quran
""Say: ""O ye my servants who believe! Fear your Lord""
 where its mention in the Holy quran?",(Quran 39:10)
3999,"This is a verse from the Holy Quran
""Say: ""Verily""
 where its mention in the Holy quran?",(Quran 39:11)
4000,"This is a verse from the Holy Quran
""""And I am commanded to be the first of those who bow to Allah in Islam.""""
 where its mention in the Holy quran?",(Quran 39:12)
4001,"This is a verse from the Holy Quran
""Say: ""I would""
 where its mention in the Holy quran?",(Quran 39:13)
4002,"This is a verse from the Holy Quran
""Say: ""It is Allah I serve""
 where its mention in the Holy quran?",(Quran 39:14)
4003,"This is a verse from the Holy Quran
""""Serve ye what ye will besides him."" Say: ""Truly""
 where its mention in the Holy quran?",(Quran 39:15)
4004,"This is a verse from the Holy Quran
""They shall have Layers of Fire above them""
 where its mention in the Holy quran?",(Quran 39:16)
4005,"This is a verse from the Holy Quran
""Those who eschew Evil""
 where its mention in the Holy quran?",(Quran 39:17)
4006,"This is a verse from the Holy Quran
""Those who listen to the Word""
 where its mention in the Holy quran?",(Quran 39:18)
4007,"This is a verse from the Holy Quran
""Is""
 where its mention in the Holy quran?",(Quran 39:19)
4008,"This is a verse from the Holy Quran
""But it is for those who fear their Lord. That lofty mansions""
 where its mention in the Holy quran?",(Quran 39:20)
4009,"This is a verse from the Holy Quran
""Seest thou not that Allah sends down rain from the sky""
 where its mention in the Holy quran?",(Quran 39:21)
4010,"This is a verse from the Holy Quran
""Is one whose heart Allah has opened to Islam""
 where its mention in the Holy quran?",(Quran 39:22)
4011,"This is a verse from the Holy Quran
""Allah has revealed (from time to time) the most beautiful Message in the form of a Book""
 where its mention in the Holy quran?",(Quran 39:23)
4012,"This is a verse from the Holy Quran
""Is""
 where its mention in the Holy quran?",(Quran 39:24)
4013,"This is a verse from the Holy Quran
""Those before them (also) rejected (revelation)""
 where its mention in the Holy quran?",(Quran 39:25)
4014,"This is a verse from the Holy Quran
""So Allah gave them a taste of humiliation in the present life""
 where its mention in the Holy quran?",(Quran 39:26)
4015,"This is a verse from the Holy Quran
""We have put forth for men""
 where its mention in the Holy quran?",(Quran 39:27)
4016,"This is a verse from the Holy Quran
""(It is) a Qur�an in Arabic""
 where its mention in the Holy quran?",(Quran 39:28)
4017,"This is a verse from the Holy Quran
""Allah puts forth a Parable a man belonging to many partners at variance with each other""
 where its mention in the Holy quran?",(Quran 39:29)
4018,"This is a verse from the Holy Quran
""Truly thou wilt die (one day)""
 where its mention in the Holy quran?",(Quran 39:30)
4019,"This is a verse from the Holy Quran
""In the end will ye (all)""
 where its mention in the Holy quran?",(Quran 39:31)
4020,"This is a verse from the Holy Quran
""Who""
 where its mention in the Holy quran?",(Quran 39:32)
4021,"This is a verse from the Holy Quran
""And he who brings the Truth and he who confirms (and supports) it - such are the men who do right.""
 where its mention in the Holy quran?",(Quran 39:33)
4022,"This is a verse from the Holy Quran
""They shall have all that they wish for""
 where its mention in the Holy quran?",(Quran 39:34)
4023,"This is a verse from the Holy Quran
""So that Allah will turn off from them (even) the worst in their deeds and give them their reward according to the best of what they have done.""
 where its mention in the Holy quran?",(Quran 39:35)
4024,"This is a verse from the Holy Quran
""Is not Allah enough for his Servant? But they try to frighten thee with other (gods) besides Him! for such as Allah leaves to stray""
 where its mention in the Holy quran?",(Quran 39:36)
4025,"This is a verse from the Holy Quran
""And such as Allah doth guide there can be none to lead astray. Is not Allah Exalted in Power""
 where its mention in the Holy quran?",(Quran 39:37)
4026,"This is a verse from the Holy Quran
""If indeed thou ask them who it is that created the heavens and the earth""
 where its mention in the Holy quran?",(Quran 39:38)
4027,"This is a verse from the Holy Quran
""Say: ""O my People! Do whatever ye can: I will do (my part): but soon will ye know-""
 where its mention in the Holy quran?",(Quran 39:39)
4028,"This is a verse from the Holy Quran
""""Who it is to whom comes a Penalty of ignominy""
 where its mention in the Holy quran?",(Quran 39:40)
4029,"This is a verse from the Holy Quran
""Verily We have revealed the Book to thee in Truth""
 where its mention in the Holy quran?",(Quran 39:41)
4030,"This is a verse from the Holy Quran
""It is Allah that takes the souls (of men) at death; and those that die not (He takes) during their sleep: those on whom He has passed the decree of death""
 where its mention in the Holy quran?",(Quran 39:42)
4031,"This is a verse from the Holy Quran
""What! Do they take for intercessors others besides Allah? Say: ""Even if they have no power whatever and no intelligence?""""
 where its mention in the Holy quran?",(Quran 39:43)
4032,"This is a verse from the Holy Quran
""Say: ""To Allah belongs exclusively (the right to grant) intercession: to Him belongs the dominion of the heavens and the earth: In the End""
 where its mention in the Holy quran?",(Quran 39:44)
