,prompt,completion
3007, (So they rejected him) give me the refrence,"Refrence: (26,139)"
3008, (And verily thy Lord is He) give me the refrence,"Refrence: (26,140)"
3009, (The Thamud (people) rejected the messengers.) give me the refrence,"Refrence: (26,141)"
3010, (Behold) give me the refrence,"Refrence: (26,142)"
3011," (""I am to you a messenger worthy of all trust.) give me the refrence","Refrence: (26,143)"
3012," (""So fear Allah) give me the refrence","Refrence: (26,144)"
3013," (""No reward do I ask of you for it: my reward is only from the Lord of the Worlds.) give me the refrence","Refrence: (26,145)"
3014," (""Will ye be left secure) give me the refrence","Refrence: (26,146)"
3015," (""Gardens and Springs) give me the refrence","Refrence: (26,147)"
3016," (""And corn-fields and date-palms with spathes near breaking (with the weight of fruit)?) give me the refrence","Refrence: (26,148)"
3017," (""And ye carve houses out of (rocky) mountains with great skill.) give me the refrence","Refrence: (26,149)"
3018," (""But fear Allah and obey me;) give me the refrence","Refrence: (26,150)"
3019," (""And follow not the bidding of those who are extravagant) give me the refrence","Refrence: (26,151)"
3020," (""Who make mischief in the land) give me the refrence","Refrence: (26,152)"
3021," (They said: ""Thou art only one of those bewitched!) give me the refrence","Refrence: (26,153)"
3022," (""Thou art no more than a mortal like us: then bring us a Sign) give me the refrence","Refrence: (26,154)"
3023," (He said: ""Here is a she-camel: she has a right of watering) give me the refrence","Refrence: (26,155)"
3024," (""Touch her not with harm) give me the refrence","Refrence: (26,156)"
3025, (But they ham-strung her: then did they become full of regrets.) give me the refrence,"Refrence: (26,157)"
3026, (But the Penalty seized them. Verily in this is a Sign: but most of them do not believe.) give me the refrence,"Refrence: (26,158)"
3027, (And verily thy Lord is He) give me the refrence,"Refrence: (26,159)"
3028, (The people of Lut rejected the messengers.) give me the refrence,"Refrence: (26,160)"
3029, (Behold) give me the refrence,"Refrence: (26,161)"
3030," (""I am to you a messenger worthy of all trust.) give me the refrence","Refrence: (26,162)"
3031," (""So fear Allah and obey me.) give me the refrence","Refrence: (26,163)"
3032," (""No reward do I ask of you for it: my reward is only from the lord of the Worlds.) give me the refrence","Refrence: (26,164)"
3033," (""Of all the creatures in the world) give me the refrence","Refrence: (26,165)"
3034," (""And leave those whom Allah has created for you to be your mates? Nay) give me the refrence","Refrence: (26,166)"
3035," (They said: ""If thou desist not) give me the refrence","Refrence: (26,167)"
3036," (He said: ""I do detest your doings."") give me the refrence","Refrence: (26,168)"
3037," (""O my Lord! deliver me and my family from such things as they do!"") give me the refrence","Refrence: (26,169)"
3038, (So We delivered him and his family) give me the refrence,"Refrence: (26,170)"
3039, (Except an old woman who lingered behind.) give me the refrence,"Refrence: (26,171)"
3040, (But the rest We destroyed utterly.) give me the refrence,"Refrence: (26,172)"
3041, (We rained down on them a shower (of brimstone): and evil was the shower on those who were admonished (but heeded not)!) give me the refrence,"Refrence: (26,173)"
3042, (Verily in this is a Sign: but most of them do not believe.) give me the refrence,"Refrence: (26,174)"
3043, (And verily thy Lord is He) give me the refrence,"Refrence: (26,175)"
3044, (The Companions of the Wood rejected the messengers.) give me the refrence,"Refrence: (26,176)"
3045, (Behold) give me the refrence,"Refrence: (26,177)"
3046," (""I am to you a messenger worthy of all trust.) give me the refrence","Refrence: (26,178)"
3047," (""So fear Allah and obey me.) give me the refrence","Refrence: (26,179)"
3048," (""No reward do I ask of you for it: my reward is only from the Lord of the Worlds.) give me the refrence","Refrence: (26,180)"
3049," (""Give just measure) give me the refrence","Refrence: (26,181)"
3050," (""And weigh with scales true and upright.) give me the refrence","Refrence: (26,182)"
3051," (""And withhold not things justly due to men) give me the refrence","Refrence: (26,183)"
3052," (""And fear Him Who created you and (who created) the generations before (you)"") give me the refrence","Refrence: (26,184)"
3053," (They said: ""Thou art only one of those bewitched!) give me the refrence","Refrence: (26,185)"
3054," (""Thou art no more than a mortal like us) give me the refrence","Refrence: (26,186)"
3055," (""Now cause a piece of the sky to fall on us) give me the refrence","Refrence: (26,187)"
3056," (He said: ""My Lord knows best what ye do."") give me the refrence","Refrence: (26,188)"
3057, (But they rejected him. Then the punishment of a day of overshadowing gloom seized them) give me the refrence,"Refrence: (26,189)"
3058, (Verily in that is a Sign: but most of them do not believe.) give me the refrence,"Refrence: (26,190)"
3059, (And verily thy Lord is He) give me the refrence,"Refrence: (26,191)"
3060, (Verily this is a Revelation from the Lord of the Worlds:) give me the refrence,"Refrence: (26,192)"
3061, (With it came down the spirit of Faith and Truth-) give me the refrence,"Refrence: (26,193)"
3062, (To thy heart and mind) give me the refrence,"Refrence: (26,194)"
3063, (In the perspicuous Arabic tongue.) give me the refrence,"Refrence: (26,195)"
3064, (Without doubt it is (announced) in the mystic Books of former peoples.) give me the refrence,"Refrence: (26,196)"
3065, (Is it not a Sign to them that the Learned of the Children of Israel knew it (as true)?) give me the refrence,"Refrence: (26,197)"
3066, (Had We revealed it to any of the non-Arabs) give me the refrence,"Refrence: (26,198)"
3067, (And had he recited it to them) give me the refrence,"Refrence: (26,199)"
3068, (Thus have We caused it to enter the hearts of the sinners.) give me the refrence,"Refrence: (26,200)"
3069, (They will not believe in it until they see the grievous Penalty;) give me the refrence,"Refrence: (26,201)"
3070, (But the (Penalty) will come to them of a sudden) give me the refrence,"Refrence: (26,202)"
3071," (Then they will say: ""Shall we be respited?"") give me the refrence","Refrence: (26,203)"
3072, (Do they then ask for Our Penalty to be hastened on?) give me the refrence,"Refrence: (26,204)"
3073, (Seest thou? If We do let them enjoy (this life) for a few years) give me the refrence,"Refrence: (26,205)"
3074, (Yet there comes to them at length the (Punishment) which they were promised!) give me the refrence,"Refrence: (26,206)"
3075, (It will profit them not that they enjoyed (this life)!) give me the refrence,"Refrence: (26,207)"
3076, (Never did We destroy a population) give me the refrence,"Refrence: (26,208)"
3077, (By way of reminder; and We never are unjust.) give me the refrence,"Refrence: (26,209)"
3078, (No evil ones have brought down this (Revelation):) give me the refrence,"Refrence: (26,210)"
3079, (It would neither suit them nor would they be able (to produce it).) give me the refrence,"Refrence: (26,211)"
3080, (Indeed they have been removed far from even (a chance of) hearing it.) give me the refrence,"Refrence: (26,212)"
3081, (So call not on any other god with Allah) give me the refrence,"Refrence: (26,213)"
3082, (And admonish thy nearest kinsmen) give me the refrence,"Refrence: (26,214)"
3083, (And lower thy wing to the Believers who follow thee.) give me the refrence,"Refrence: (26,215)"
3084, (Then if they disobey thee) give me the refrence,"Refrence: (26,216)"
3085, (And put thy trust on the Exalted in Might) give me the refrence,"Refrence: (26,217)"
3086, (Who seeth thee standing forth (in prayer)) give me the refrence,"Refrence: (26,218)"
3087, (And thy movements among those who prostrate themselves) give me the refrence,"Refrence: (26,219)"
3088, (For it is He Who heareth and knoweth all things.) give me the refrence,"Refrence: (26,220)"
3089, (Shall I inform you) give me the refrence,"Refrence: (26,221)"
3090, (They descend on every lying) give me the refrence,"Refrence: (26,222)"
3091, ((Into whose ears) they pour hearsay vanities) give me the refrence,"Refrence: (26,223)"
3092, (And the Poets) give me the refrence,"Refrence: (26,224)"
3093, (Seest thou not that they wander distracted in every valley?-) give me the refrence,"Refrence: (26,225)"
3094, (And that they say what they practise not?-) give me the refrence,"Refrence: (26,226)"
3095, (Except those who believe) give me the refrence,"Refrence: (26,227)"
3096, (These are verses of the Qur�an) give me the refrence,"Refrence: (27,1)"
3097, (A guide: and glad tidings for the believers) give me the refrence,"Refrence: (27,2)"
3098, (Those who establish regular prayers and give in regular charity) give me the refrence,"Refrence: (27,3)"
3099, (As to those who believe not in the Hereafter) give me the refrence,"Refrence: (27,4)"
3100, (Such are they for whom a grievous Penalty is (waiting); and in the Hereafter theirs will be the greatest loss.) give me the refrence,"Refrence: (27,5)"
3101, (As to thee) give me the refrence,"Refrence: (27,6)"
3102," (Behold! Moses said to his family: ""I perceive a fire; soon will I bring you from there some information) give me the refrence","Refrence: (27,7)"
3103, (But when he came to the (fire)) give me the refrence,"Refrence: (27,8)"
3104," (""O Moses! verily) give me the refrence","Refrence: (27,9)"
3105," (""Now do thou throw thy rod!"" But when he saw it moving (of its own accord)as if it had been a snake) give me the refrence","Refrence: (27,10)"
3106," (""But if any have done wrong and have thereafter substituted good to take the place of evil) give me the refrence","Refrence: (27,11)"
3107," (""Now put thy hand into thy bosom) give me the refrence","Refrence: (27,12)"
3108, (But when Our Signs came to them) give me the refrence,"Refrence: (27,13)"
3109, (And they rejected those Signs in iniquity and arrogance) give me the refrence,"Refrence: (27,14)"
3110," (We gave (in the past) knowledge to David and Solomon: And they both said: ""Praise be to Allah) give me the refrence","Refrence: (27,15)"
3111," (And Solomon was David�s heir. He said: ""O ye people! We have been taught the speech of birds) give me the refrence","Refrence: (27,16)"
3112, (And before Solomon were marshalled his hosts) give me the refrence,"Refrence: (27,17)"
3113, (At length) give me the refrence,"Refrence: (27,18)"
3114, (So he smiled) give me the refrence,"Refrence: (27,19)"
3115," (And he took a muster of the Birds; and he said: ""Why is it I see not the Hoopoe? Or is he among the absentees?) give me the refrence","Refrence: (27,20)"
3116," (""I will certainly punish him with a severe penalty) give me the refrence","Refrence: (27,21)"
